_id,time,txt
ObjectId("5d08a1118541638b5c24c6a2"),2018-12-20,各位山东菏泽网友，据来自<a href='/n/鲁震快讯'>@鲁震快讯</a> 的人工测定，12月20日21时03分在山东菏泽市牡丹区发生2.2级地震，震中位于北纬35.29度，东经115.41度，震源深度9公里。 
ObjectId("5d08a1118541638b5c24c6a3"),2018-12-20,<a  href="https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E5%9C%B0%E9%9C%87%E5%BF%AB%E8%AE%AF%23&isnewpage=1&luicode=10000011&lfid=1076031904228041" data-hide=""><span class="surl-text">#地震快讯#</span></a>中国地震台网自动测定：12月20日10时29分在甘肃酒泉市玉门市附近（北纬40.62度，东经97.38度）发生3.2级左右地震，最终结果以正式速报为准。（ <a href='/n/中国地震台网'>@中国地震台网</a> ） 
ObjectId("5d08a1118541638b5c24c6a4"),2018-12-20,有人有大梦想，有人有小幸福，没什么高低之分，只要努力付出让自己过得开心就好。各位早上好 
ObjectId("5d08a1118541638b5c24c6a5"),2018-12-20,<a  href="https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E5%9C%B0%E9%9C%87%E5%BF%AB%E8%AE%AF%23&isnewpage=1&luicode=10000011&lfid=1076031904228041" data-hide=""><span class="surl-text">#地震快讯#</span></a>中国地震台网正式测定：12月20日05时37分在新不列颠岛（南纬6.05度，东经149.83度）发生5.8级地震，震源深度10千米。（ <a href='/n/中国地震台网'>@中国地震台网</a> ） 
ObjectId("5d08a1118541638b5c24c6a6"),2018-12-20,刚才，山东省菏泽市牡丹区发生了一次地震，由于不到3.0级，我们这里就没有发布：地震发生在21时2分59秒，计算机自动测定的震级为2.5级，地震造成当地有感。 
ObjectId("5d08a1118541638b5c24c6a7"),2018-12-20,<a  href="https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E5%9C%B0%E9%9C%87%E5%BF%AB%E8%AE%AF%23&isnewpage=1&luicode=10000011&lfid=1076031904228041" data-hide=""><span class="surl-text">#地震快讯#</span></a>中国地震台网正式测定：12月20日19时49分在新疆克孜勒苏州阿克陶县（北纬39.04度，东经74.73度）发生4.3级地震，震源深度8千米。（ <a href='/n/中国地震台网'>@中国地震台网</a> ） 
ObjectId("5d08a1118541638b5c24c6a8"),2018-12-20,<a  href="https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E5%9C%B0%E9%9C%87%E5%BF%AB%E8%AE%AF%23&isnewpage=1&luicode=10000011&lfid=1076031904228041" data-hide=""><span class="surl-text">#地震快讯#</span></a>中国地震台网自动测定：12月20日19时49分在新疆克孜勒苏州乌恰县附近（北纬39.03度，东经74.84度）发生4.1级左右地震，最终结果以正式速报为准。（ <a href='/n/中国地震台网'>@中国地震台网</a> ） 
ObjectId("5d08a1118541638b5c24c6a9"),2018-12-19,昨天，英国《自然》杂志将刊登<a href='/n/复旦大学'>@复旦大学</a> 修发贤课题组最新研究成果《砷化镉中基于外尔轨道的量子霍尔效应》，这是我国科学家首次在三维空间中发现量子霍尔效应，这一发现为未来三维空间量子化传输提供了新的思路和实验基础。<a data-url="http://t.cn/E4vWgCh" href="https://m.weibo.cn/c/video/sorry?luicode=10000011&lfid=1076031904228041" data-hide=""><span class='url-icon'><img style='width: 1rem;height: 1rem' src='//h5.sinaimg.cn/upload/2015/09/25/3/timeline_card_small_web_default.png'></span><span class="surl-text">网页链接</span></a> 
ObjectId("5d08a1118541638b5c24c6aa"),2018-12-19,<a  href="https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E5%9C%B0%E9%9C%87%E5%BF%AB%E8%AE%AF%23&isnewpage=1&luicode=10000011&lfid=1076031904228041" data-hide=""><span class="surl-text">#地震快讯#</span></a>中国地震台网正式测定：12月19日09时37分在复活节岛东南海域（南纬36.04度，西经101.15度）发生6.1级地震，震源深度10千米。（ <a href='/n/中国地震台网'>@中国地震台网</a> <a href='/n/新华视点'>@新华视点</a> <a href='/n/微天下'>@微天下</a> <a href='/n/人民日报'>@人民日报</a> <a href='/n/央视新闻'>@央视新闻</a> ） 
ObjectId("5d08a1118541638b5c24c6ab"),2018-12-20,<a  href="https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E6%96%B0%E7%96%86%E9%98%BF%E5%85%8B%E9%99%B65.2%E7%BA%A7%E5%9C%B0%E9%9C%87%23&extparam=%23%E6%96%B0%E7%96%86%E9%98%BF%E5%85%8B%E9%99%B65.2%E7%BA%A7%E5%9C%B0%E9%9C%87%23&luicode=10000011&lfid=1076031904228041" data-hide=""><span class="surl-text">#新疆阿克陶5.2级地震#</span></a>本次地震周边20公里内无乡镇驻地分布，50公里内的乡镇有木吉乡、波斯坦铁列克乡、膘尔托阔依乡和布伦口乡 
ObjectId("5d08a1118541638b5c24c6ac"),2018-12-20,<a  href="https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E6%96%B0%E7%96%86%E9%98%BF%E5%85%8B%E9%99%B65.2%E7%BA%A7%E5%9C%B0%E9%9C%87%23&extparam=%23%E6%96%B0%E7%96%86%E9%98%BF%E5%85%8B%E9%99%B65.2%E7%BA%A7%E5%9C%B0%E9%9C%87%23&luicode=10000011&lfid=1076031904228041" data-hide=""><span class="surl-text">#新疆阿克陶5.2级地震#</span></a>震中距乌恰县84公里、距疏附县101公里、距阿克陶县104公里、距喀什市116公里、距疏勒县118公里，距喀什115公里，距乌鲁木齐市1194公里。 
ObjectId("5d08a1118541638b5c24c6ad"),2018-12-20,<a  href="https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E5%9C%B0%E9%9C%87%E5%BF%AB%E8%AE%AF%23&isnewpage=1&luicode=10000011&lfid=1076031904228041" data-hide=""><span class="surl-text">#地震快讯#</span></a>中国地震台网正式测定：12月20日19时13分在新疆克孜勒苏州阿克陶县（北纬39.04度，东经74.70度）发生3.0级地震，震源深度10千米。（ <a href='/n/中国地震台网'>@中国地震台网</a> ） 
ObjectId("5d08a1118541638b5c24c6ae"),2018-12-19,别让今天的懒，变成明天的难，最灵验的锦鲤，就是赶紧爬出被窝，好好努力。各位早上好 
ObjectId("5d08a1118541638b5c24c6af"),2018-12-19,<a  href="https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E5%9C%B0%E9%9C%87%E5%BF%AB%E8%AE%AF%23&isnewpage=1&luicode=10000011&lfid=1076031904228041" data-hide=""><span class="surl-text">#地震快讯#</span></a>中国地震台网正式测定：12月19日01时21分在西藏阿里地区日土县（北纬35.25度，东经81.08度）发生4.1级地震，震源深度6千米。（ <a href='/n/中国地震台网'>@中国地震台网</a> ） 
ObjectId("5d08a1118541638b5c24c6b0"),2018-12-19,<a  href="https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E5%9C%B0%E9%9C%87%E5%BF%AB%E8%AE%AF%23&isnewpage=1&luicode=10000011&lfid=1076031904228041" data-hide=""><span class="surl-text">#地震快讯#</span></a>中国地震台网自动测定：12月19日01时21分在新疆和田地区策勒县附近（北纬35.41度，东经81.38度）发生4.1级左右地震，最终结果以正式速报为准。（ <a href='/n/中国地震台网'>@中国地震台网</a> ） 
ObjectId("5d08a1118541638b5c24c6b1"),2018-12-20,<a  href="https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E6%96%B0%E7%96%86%E9%98%BF%E5%85%8B%E9%99%B65.2%E7%BA%A7%E5%9C%B0%E9%9C%87%23&extparam=%23%E6%96%B0%E7%96%86%E9%98%BF%E5%85%8B%E9%99%B65.2%E7%BA%A7%E5%9C%B0%E9%9C%87%23&luicode=10000011&lfid=1076031904228041" data-hide=""><span class="surl-text">#新疆阿克陶5.2级地震#</span></a>震中5公里范围内平均海拔约5020米。 
ObjectId("5d08a1118541638b5c24c6b2"),2018-12-20,<a  href="https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E5%9C%B0%E9%9C%87%E5%BF%AB%E8%AE%AF%23&isnewpage=1&luicode=10000011&lfid=1076031904228041" data-hide=""><span class="surl-text">#地震快讯#</span></a>中国地震台网正式测定：12月20日19时08分在新疆克孜勒苏州阿克陶县（北纬39.08度，东经74.75度）发生5.2级地震，震源深度10千米。（ <a href='/n/中国地震台网'>@中国地震台网</a> <a href='/n/新华视点'>@新华视点</a> <a href='/n/人民日报'>@人民日报</a> <a href='/n/央视新闻'>@央视新闻</a> ） 
ObjectId("5d08a1118541638b5c24c6b3"),2018-12-17,不去耕耘，不去播种，再肥的沃土也长不出庄稼；不去奋斗，不去创造，再美的青春也结不出硕果。各位早上好 
ObjectId("5d08a1118541638b5c24c6b4"),2018-12-17,<a  href="https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E5%9C%B0%E9%9C%87%E5%BF%AB%E8%AE%AF%23&isnewpage=1&luicode=10000011&lfid=1076031904228041" data-hide=""><span class="surl-text">#地震快讯#</span></a>中国地震台网正式测定：12月17日03时20分在新疆昌吉州呼图壁县（北纬43.68度，东经86.64度）发生3.0级地震，震源深度26千米。（ <a href='/n/中国地震台网'>@中国地震台网</a> ） 
ObjectId("5d08a1118541638b5c24c6b5"),2018-12-16,<a  href="https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E5%9C%B0%E9%9C%87%E5%BF%AB%E8%AE%AF%23&isnewpage=1&luicode=10000011&lfid=1076031904228041" data-hide=""><span class="surl-text">#地震快讯#</span></a>中国地震台网正式测定：12月16日22时26分在澳大利亚西部海域（南纬23.39度，东经112.45度）发生5.8级地震，震源深度10千米。（ <a href='/n/中国地震台网'>@中国地震台网</a> ） 
ObjectId("5d08a1118541638b5c24c6b6"),2018-12-16,<a  href="https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E5%9C%B0%E9%9C%87%E5%BF%AB%E8%AE%AF%23&isnewpage=1&luicode=10000011&lfid=1076031904228041" data-hide=""><span class="surl-text">#地震快讯#</span></a>中国地震台网自动测定：12月16日22时26分在澳大利亚西部附近（南纬23.47度，东经112.74度）发生6.1级左右地震，最终结果以正式速报为准。（ <a href='/n/中国地震台网'>@中国地震台网</a> <a href='/n/新华视点'>@新华视点</a> <a href='/n/微天下'>@微天下</a> <a href='/n/人民日报'>@人民日报</a> <a href='/n/央视新闻'>@央视新闻</a> ） 
ObjectId("5d08a1118541638b5c24c6b7"),2018-12-16,<a  href="https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E5%9C%B0%E9%9C%87%E5%BF%AB%E8%AE%AF%23&isnewpage=1&luicode=10000011&lfid=1076031904228041" data-hide=""><span class="surl-text">#地震快讯#</span></a>中国地震台网正式测定：12月16日20时16分在四川宜宾市兴文县（北纬28.23度，东经104.94度）发生3.2级地震，震源深度10千米。（ <a href='/n/中国地震台网'>@中国地震台网</a> ） 
ObjectId("5d08a1118541638b5c24c6b8"),2018-12-16,<a  href="https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E5%9C%B0%E9%9C%87%E5%BF%AB%E8%AE%AF%23&isnewpage=1&luicode=10000011&lfid=1076031904228041" data-hide=""><span class="surl-text">#地震快讯#</span></a>中国地震台网自动测定：12月16日20时16分在四川宜宾市兴文县附近（北纬28.23度，东经104.92度）发生3.1级左右地震，最终结果以正式速报为准。（ <a href='/n/中国地震台网'>@中国地震台网</a> ） 
ObjectId("5d08a1118541638b5c24c6b9"),2018-12-16,<a  href="https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E5%9B%9B%E5%B7%9D%E5%85%B4%E6%96%875.7%E7%BA%A7%E5%9C%B0%E9%9C%87%23&extparam=%23%E5%9B%9B%E5%B7%9D%E5%85%B4%E6%96%875.7%E7%BA%A7%E5%9C%B0%E9%9C%87%23&luicode=10000011&lfid=1076031904228041" data-hide=""><span class="surl-text">#四川兴文5.7级地震#</span></a>根据<a href='/n/震长'>@震长</a> 的工作经验，四川发生地震后，当地基本不会出现谣言。 
ObjectId("5d08a1118541638b5c24c6ba"),2018-12-22,<a  href="https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E5%9C%B0%E9%9C%87%E5%BF%AB%E8%AE%AF%23&isnewpage=1&luicode=10000011&lfid=1076031904228041" data-hide=""><span class="surl-text">#地震快讯#</span></a>中国地震台网正式测定：12月22日04时39分在四川阿坝州九寨沟县（北纬33.19度，东经104.21度）发生2.9级地震，震源深度17千米。（ <a href='/n/中国地震台网'>@中国地震台网</a> ） 
ObjectId("5d08a1118541638b5c24c6bb"),2018-12-22,<a  href="https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E5%9C%B0%E9%9C%87%E5%BF%AB%E8%AE%AF%23&isnewpage=1&luicode=10000011&lfid=1076031904228041" data-hide=""><span class="surl-text">#地震快讯#</span></a>中国地震台网自动测定：12月22日04时39分在四川阿坝州九寨沟县附近（北纬33.16度，东经104.23度）发生3.1级左右地震，最终结果以正式速报为准。（ <a href='/n/中国地震台网'>@中国地震台网</a> ） 
ObjectId("5d08a1118541638b5c24c6bc"),2018-12-16,<a  href="https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E5%9B%9B%E5%B7%9D%E5%85%B4%E6%96%875.7%E7%BA%A7%E5%9C%B0%E9%9C%87%23&extparam=%23%E5%9B%9B%E5%B7%9D%E5%85%B4%E6%96%875.7%E7%BA%A7%E5%9C%B0%E9%9C%87%23&luicode=10000011&lfid=1076031904228041" data-hide=""><span class="surl-text">#四川兴文5.7级地震#</span></a>这是当地网友稍早前发来的现场照片。 
ObjectId("5d08a1118541638b5c24c6bd"),2018-12-16,感谢这些可爱的志愿者，大家多注意安全<span class="url-icon"><img alt=[握手] src="//h5.sinaimg.cn/m/emoticon/icon/others/h_woshou-5f420e76e3.png" style="width:1em; height:1em;" /></span>
ObjectId("5d08a1118541638b5c24c6be"),2018-12-16,<a  href="https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E5%9C%B0%E9%9C%87%E5%BF%AB%E8%AE%AF%23&isnewpage=1&luicode=10000011&lfid=1076031904228041" data-hide=""><span class="surl-text">#地震快讯#</span></a>中国地震台网正式测定：12月16日17时42分在印度尼西亚（南纬3.85度，东经140.29度）发生6.0级地震，震源深度80千米。（ <a href='/n/中国地震台网'>@中国地震台网</a> <a href='/n/新华视点'>@新华视点</a> <a href='/n/微天下'>@微天下</a> <a href='/n/人民日报'>@人民日报</a> <a href='/n/央视新闻'>@央视新闻</a> ） 
ObjectId("5d08a1118541638b5c24c6bf"),2018-12-22,<a  href="https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E5%9C%B0%E9%9C%87%E5%BF%AB%E8%AE%AF%23&isnewpage=1&luicode=10000011&lfid=1076031904228041" data-hide=""><span class="surl-text">#地震快讯#</span></a>中国地震台网正式测定：12月22日02时19分在科曼多尔群岛地区（北纬55.31度，东经164.44度）发生5.4级地震，震源深度10千米。（ <a href='/n/中国地震台网'>@中国地震台网</a> ） 
ObjectId("5d08a1118541638b5c24c6c0"),2018-12-22,知乎发布2018年度大事记——我们如何与这世界相处……保持好奇，继续热爱，拥有光芒，并对世界饱含希望，各位晚安<span class="url-icon"><img alt=[心] src="//h5.sinaimg.cn/m/emoticon/icon/others/l_xin-6912791858.png" style="width:1em; height:1em;" /></span><a data-url="http://t.cn/E42EPkD" href="http://miaopai.com/show/pfxjGkZnJ3aQ-NsqfUkbjUvIIwmXKR0Bu~aTqw__.htm?showurl=http%3A%2F%2Fmiaopai.com%2Fshow%2FpfxjGkZnJ3aQ-NsqfUkbjUvIIwmXKR0Bu%7EaTqw__.htm&url_open_direct=1&toolbar_hidden=1&url_type=39&object_type=video&pos=1&containerid=230442417cc35afaffaeaa7095378ac15dc101&luicode=10000011&lfid=1076031904228041" data-hide=""><span class='url-icon'><img style='width: 1rem;height: 1rem' src='https://h5.sinaimg.cn/upload/2015/09/25/3/timeline_card_small_video_default.png'></span><span class="surl-text">知乎官方的秒拍视频</span></a> 
ObjectId("5d08a1118541638b5c24c6c1"),2018-12-21,大家点个赞，看看什么效果<span class="url-icon"><img alt=[偷笑] src="//h5.sinaimg.cn/m/emoticon/icon/default/d_touxiao-15afb1c739.png" style="width:1em; height:1em;" /></span> 
ObjectId("5d08a1118541638b5c24c6c2"),2018-12-21,<a  href="https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E5%9C%B0%E9%9C%87%E5%BF%AB%E8%AE%AF%23&isnewpage=1&luicode=10000011&lfid=1076031904228041" data-hide=""><span class="surl-text">#地震快讯#</span></a>中国地震台网正式测定：12月21日16时30分在新不列颠岛（南纬5.40度，东经151.91度）发生5.7级地震，震源深度20千米。（ <a href='/n/中国地震台网'>@中国地震台网</a> ） 
ObjectId("5d08a1118541638b5c24c6c3"),2018-12-21,<a  href="https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E5%9C%B0%E9%9C%87%E5%BF%AB%E8%AE%AF%23&isnewpage=1&luicode=10000011&lfid=1076031904228041" data-hide=""><span class="surl-text">#地震快讯#</span></a>中国地震台网正式测定：12月21日14时33分在新不列颠岛地区（南纬5.65度，东经151.95度）发生5.9级地震，震源深度20千米。（ <a href='/n/中国地震台网'>@中国地震台网</a> ） 
ObjectId("5d08a1118541638b5c24c6c4"),2018-12-16,<a  href="https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E5%9C%B0%E9%9C%87%E5%BF%AB%E8%AE%AF%23&isnewpage=1&luicode=10000011&lfid=1076031904228041" data-hide=""><span class="surl-text">#地震快讯#</span></a>中国地震台网自动测定：12月16日17时42分在印尼伊里安查亚省附近（南纬4.00度，东经140.34度）发生6.3级左右地震，最终结果以正式速报为准。（ <a href='/n/中国地震台网'>@中国地震台网</a> <a href='/n/新华视点'>@新华视点</a> <a href='/n/微天下'>@微天下</a> <a href='/n/人民日报'>@人民日报</a> <a href='/n/央视新闻'>@央视新闻</a> ） 
ObjectId("5d08a1118541638b5c24c6c5"),2018-12-16,中国地震台网中心专家解读四川兴文5.7级地震  <a data-url="http://t.cn/EUnhnHJ" href="https://media.weibo.cn/article?object_id=1022%3A2309404317906237324628&extparam=lmid--4317906235846550&luicode=10000011&lfid=1076031904228041&id=2309404317906237324628" data-hide=""><span class='url-icon'><img style='width: 1rem;height: 1rem' src='https://h5.sinaimg.cn/upload/2015/09/25/3/timeline_card_small_article_default.png'></span><span class="surl-text">专家解读四川兴文5.7级地震</span></a> 
ObjectId("5d08a1118541638b5c24c6c6"),2018-12-16,<a  href="https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E5%9B%9B%E5%B7%9D%E5%85%B4%E6%96%875.7%E7%BA%A7%E5%9C%B0%E9%9C%87%23&extparam=%23%E5%9B%9B%E5%B7%9D%E5%85%B4%E6%96%875.7%E7%BA%A7%E5%9C%B0%E9%9C%87%23&luicode=10000011&lfid=1076031904228041" data-hide=""><span class="surl-text">#四川兴文5.7级地震#</span></a>当地网友发来的视频，有破坏发生，暂无人员受伤🙏 <a data-url="http://t.cn/EUR3nDP" href="https://m.weibo.cn/p/index?containerid=2304444317848747632631&url_type=39&object_type=video&pos=1&luicode=10000011&lfid=1076031904228041" data-hide=""><span class='url-icon'><img style='width: 1rem;height: 1rem' src='https://h5.sinaimg.cn/upload/2015/09/25/3/timeline_card_small_video_default.png'></span><span class="surl-text">中国地震台网速报的微博视频</span></a> 
ObjectId("5d08a1118541638b5c24c6c7"),2018-12-16,<a  href="https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E5%9B%9B%E5%B7%9D%E5%85%B4%E6%96%875.7%E7%BA%A7%E5%9C%B0%E9%9C%87%23&extparam=%23%E5%9B%9B%E5%B7%9D%E5%85%B4%E6%96%875.7%E7%BA%A7%E5%9C%B0%E9%9C%87%23&luicode=10000011&lfid=1076031904228041" data-hide=""><span class="surl-text">#四川兴文5.7级地震#</span></a>当地网友发来的视频 <a data-url="http://t.cn/EURu8Um" href="https://m.weibo.cn/p/index?containerid=2304444317848085180598&url_type=39&object_type=video&pos=1&luicode=10000011&lfid=1076031904228041" data-hide=""><span class='url-icon'><img style='width: 1rem;height: 1rem' src='https://h5.sinaimg.cn/upload/2015/09/25/3/timeline_card_small_video_default.png'></span><span class="surl-text">中国地震台网速报的微博视频</span></a> 
ObjectId("5d08a1118541638b5c24c6c8"),2018-12-21,<a  href="https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E5%9C%B0%E9%9C%87%E5%BF%AB%E8%AE%AF%23&isnewpage=1&luicode=10000011&lfid=1076031904228041" data-hide=""><span class="surl-text">#地震快讯#</span></a>中国地震台网自动测定：12月21日14时34分在新不列颠岛地区[巴布]附近（南纬5.77度，东经152.25度）发生6.1级左右地震，最终结果以正式速报为准。（ <a href='/n/中国地震台网'>@中国地震台网</a> <a href='/n/新华视点'>@新华视点</a> <a href='/n/微天下'>@微天下</a> <a href='/n/人民日报'>@人民日报</a> <a href='/n/央视新闻'>@央视新闻</a> ） 
ObjectId("5d08a1118541638b5c24c6c9"),2018-12-21,各位早上好，今天周五，上班一天，可以休息两天<span class="url-icon"><img alt=[偷笑] src="//h5.sinaimg.cn/m/emoticon/icon/default/d_touxiao-15afb1c739.png" style="width:1em; height:1em;" /></span> 
ObjectId("5d08a1118541638b5c24c6ca"),2018-12-16,<a  href="https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E5%9B%9B%E5%B7%9D%E5%85%B4%E6%96%875.7%E7%BA%A7%E5%9C%B0%E9%9C%87%23&extparam=%23%E5%9B%9B%E5%B7%9D%E5%85%B4%E6%96%875.7%E7%BA%A7%E5%9C%B0%E9%9C%87%23&luicode=10000011&lfid=1076031904228041" data-hide=""><span class="surl-text">#四川兴文5.7级地震#</span></a>据中国地震台网测定，本次5.7级地震的震源深度是12公里，根据当前收到的相关信息，本次地震震感范围比较大。经过中国地震台网中心地震台网部的参数复核，震源深度仍为12公里。此外，德国地学研究中心（GFZ）测定的震级为5.5级，深度10公里，美国国家地震信息中心（NEIC）测定的震级 ...<a href="/status/4317877379251640">全文</a>
ObjectId("5d08a1118541638b5c24c6cb"),2018-12-16,震中附近的网友多注意安全🙏
ObjectId("5d08a1118541638b5c24c6cc"),2018-12-16,<a  href="https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E5%9B%9B%E5%B7%9D%E5%85%B4%E6%96%875.7%E7%BA%A7%E5%9C%B0%E9%9C%87%23&extparam=%23%E5%9B%9B%E5%B7%9D%E5%85%B4%E6%96%875.7%E7%BA%A7%E5%9C%B0%E9%9C%87%23&luicode=10000011&lfid=1076031904228041" data-hide=""><span class="surl-text">#四川兴文5.7级地震#</span></a>来自震中附近玉秀乡的视频 <a data-url="http://t.cn/EUEvCbL" href="https://m.weibo.cn/p/index?containerid=2304444317855798234425&url_type=39&object_type=video&pos=1&luicode=10000011&lfid=1076031904228041" data-hide=""><span class='url-icon'><img style='width: 1rem;height: 1rem' src='https://h5.sinaimg.cn/upload/2015/09/25/3/timeline_card_small_video_default.png'></span><span class="surl-text">中国地震台网速报的微博视频</span></a> 
ObjectId("5d08a1118541638b5c24c6cd"),2018-12-16,<a  href="https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E5%9B%9B%E5%B7%9D%E5%85%B4%E6%96%875.7%E7%BA%A7%E5%9C%B0%E9%9C%87%23&extparam=%23%E5%9B%9B%E5%B7%9D%E5%85%B4%E6%96%875.7%E7%BA%A7%E5%9C%B0%E9%9C%87%23&luicode=10000011&lfid=1076031904228041" data-hide=""><span class="surl-text">#四川兴文5.7级地震#</span></a>本次地震周边20公里内的乡镇有周家镇、玉秀苗族乡、九丝城镇、底洞镇、梅硐镇、曹营乡、上罗镇、双河镇、龙头镇、珙泉镇。 
ObjectId("5d08a1118541638b5c24c6ce"),2018-12-16,<a  href="https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E5%9B%9B%E5%B7%9D%E5%85%B4%E6%96%875.7%E7%BA%A7%E5%9C%B0%E9%9C%87%23&extparam=%23%E5%9B%9B%E5%B7%9D%E5%85%B4%E6%96%875.7%E7%BA%A7%E5%9C%B0%E9%9C%87%23&luicode=10000011&lfid=1076031904228041" data-hide=""><span class="surl-text">#四川兴文5.7级地震#</span></a>当地网友发来的视频 <a data-url="http://t.cn/EURmwbc" href="https://m.weibo.cn/p/index?containerid=2304444317847007237710&url_type=39&object_type=video&pos=1&luicode=10000011&lfid=1076031904228041" data-hide=""><span class='url-icon'><img style='width: 1rem;height: 1rem' src='https://h5.sinaimg.cn/upload/2015/09/25/3/timeline_card_small_video_default.png'></span><span class="surl-text">中国地震台网速报的微博视频</span></a> 
ObjectId("5d08a1118541638b5c24c6cf"),2018-12-21,<a  href="https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E5%9C%B0%E9%9C%87%E5%BF%AB%E8%AE%AF%23&isnewpage=1&luicode=10000011&lfid=1076031904228041" data-hide=""><span class="surl-text">#地震快讯#</span></a>中国地震台网正式测定：12月21日01时01分在科曼多尔群岛地区（北纬54.95度，东经164.79度）发生7.4级地震，震源深度20千米。（ <a href='/n/中国地震台网'>@中国地震台网</a> <a href='/n/新华视点'>@新华视点</a> <a href='/n/微天下'>@微天下</a> <a href='/n/人民日报'>@人民日报</a> <a href='/n/央视新闻'>@央视新闻</a> ） 
ObjectId("5d08a1118541638b5c24c6d0"),2018-12-16,<a  href="https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E5%9C%B0%E9%9C%87%E5%BF%AB%E8%AE%AF%23&isnewpage=1&luicode=10000011&lfid=1076031904228041" data-hide=""><span class="surl-text">#地震快讯#</span></a>中国地震台网自动测定：12月16日05时21分在中国台湾附近（北纬23.79度，东经121.98度）发生5.4级左右地震，最终结果以正式速报为准。（ <a href='/n/中国地震台网'>@中国地震台网</a> <a href='/n/新华视点'>@新华视点</a> <a href='/n/人民日报'>@人民日报</a> <a href='/n/央视新闻'>@央视新闻</a> ） 
ObjectId("5d08a1118541638b5c24c6d1"),2018-12-15,<a  href="https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E5%9C%B0%E9%9C%87%E5%BF%AB%E8%AE%AF%23&isnewpage=1&luicode=10000011&lfid=1076031904228041" data-hide=""><span class="surl-text">#地震快讯#</span></a>中国地震台网正式测定：12月15日21时42分在新疆克孜勒苏州乌恰县（北纬40.20度，东经75.78度）发生3.0级地震，震源深度5千米。（ <a href='/n/中国地震台网'>@中国地震台网</a> ） 
